CVE ID,CVE-Year,Publish Date,Score
CVE-2018-15780,2019,2019-01-03T21:29:00.200,4.3
CVE-2018-18995,2019,2019-01-03T22:29:00.247,9.8
CVE-2018-18997,2019,2019-01-03T22:29:00.293,6.1
CVE-2018-19249,2019,2019-01-03T22:29:00.323,7.5
CVE-2018-3986,2019,2019-01-03T22:29:00.370,5.5
CVE-2018-4012,2019,2019-01-03T22:29:00.417,9.0
CVE-2018-8827,2019,2019-01-03T23:29:00.277,6.1
CVE-2019-5005,2019,2019-01-03T23:29:00.337,5.5
CVE-2019-5006,2019,2019-01-03T23:29:00.370,5.5
CVE-2019-5007,2019,2019-01-03T23:29:00.417,7.1
CVE-2019-5009,2019,2019-01-04T14:29:00.237,7.2
CVE-2019-5310,2019,2019-01-04T14:29:00.457,6.1
CVE-2018-1657,2019,2019-01-04T15:29:00.297,5.4
CVE-2018-1859,2019,2019-01-04T15:29:00.377,4.3
CVE-2018-1888,2019,2019-01-04T15:29:00.437,5.3
CVE-2018-1951,2019,2019-01-04T15:29:00.500,5.4
CVE-2019-5311,2019,2019-01-04T15:29:00.563,6.1
CVE-2018-20671,2019,2019-01-04T16:29:00.243,5.5
CVE-2019-5312,2019,2019-01-04T16:29:00.307,9.8
CVE-2018-20673,2019,2019-01-04T18:29:00.210,5.5
CVE-2018-5410,2019,2019-01-07T13:29:00.280,7.8
CVE-2018-5481,2019,2019-01-07T14:29:00.203,7.4
CVE-2018-11788,2019,2019-01-07T16:29:00.200,9.8
CVE-2018-11798,2019,2019-01-07T17:29:00.283,6.5
CVE-2018-1320,2019,2019-01-07T17:29:00.360,7.5
CVE-2019-5488,2019,2019-01-07T17:29:00.437,7.5
CVE-2019-5489,2019,2019-01-07T17:29:00.470,5.5
CVE-2018-13260,2019,2019-01-07T18:15:07.310,
CVE-2018-13261,2019,2019-01-07T18:15:07.323,
CVE-2018-13262,2019,2019-01-07T18:15:07.340,
CVE-2018-13263,2019,2019-01-07T18:15:07.357,
CVE-2018-13264,2019,2019-01-07T18:15:07.370,
CVE-2018-13265,2019,2019-01-07T18:15:07.387,
CVE-2018-13266,2019,2019-01-07T18:15:07.417,
CVE-2018-13267,2019,2019-01-07T18:15:07.450,
CVE-2018-13268,2019,2019-01-07T18:15:07.467,
CVE-2018-13269,2019,2019-01-07T18:15:07.480,
CVE-2018-13270,2019,2019-01-07T18:15:07.497,
CVE-2018-13271,2019,2019-01-07T18:15:07.513,
CVE-2018-13272,2019,2019-01-07T18:15:07.527,
CVE-2018-13273,2019,2019-01-07T18:15:07.543,
CVE-2018-13274,2019,2019-01-07T18:15:07.590,
CVE-2018-13275,2019,2019-01-07T18:15:07.607,
CVE-2018-13276,2019,2019-01-07T18:15:07.620,
CVE-2018-13277,2019,2019-01-07T18:15:07.637,
CVE-2015-9275,2019,2019-01-07T18:29:00.243,5.3
CVE-2019-5720,2019,2019-01-08T10:29:00.193,9.8
CVE-2018-1918,2019,2019-01-08T16:29:00.247,5.4
CVE-2018-1932,2019,2019-01-08T16:29:00.323,4.9
CVE-2018-1993,2019,2019-01-08T16:29:00.403,4.0
CVE-2018-19250,2019,2019-01-08T20:15:08.703,
CVE-2018-19251,2019,2019-01-08T20:15:08.717,
CVE-2018-19252,2019,2019-01-08T20:15:08.733,
CVE-2018-19253,2019,2019-01-08T20:15:08.767,
CVE-2018-19254,2019,2019-01-08T20:15:08.797,
CVE-2018-19255,2019,2019-01-08T20:15:08.813,
CVE-2018-19256,2019,2019-01-08T20:15:08.843,
CVE-2018-19257,2019,2019-01-08T20:15:08.860,
CVE-2018-19258,2019,2019-01-08T20:15:08.877,
CVE-2018-19259,2019,2019-01-08T20:15:08.890,
CVE-2018-19260,2019,2019-01-08T20:15:08.890,
CVE-2018-19261,2019,2019-01-08T20:15:08.907,
CVE-2018-19262,2019,2019-01-08T20:15:08.920,
CVE-2018-19263,2019,2019-01-08T20:15:08.937,
CVE-2018-19264,2019,2019-01-08T20:15:08.953,
CVE-2018-19265,2019,2019-01-08T20:15:08.967,
CVE-2018-19266,2019,2019-01-08T20:15:08.983,
CVE-2018-19267,2019,2019-01-08T20:15:09.000,
CVE-2018-19268,2019,2019-01-08T20:15:09.047,
CVE-2018-19269,2019,2019-01-08T20:15:09.063,
CVE-2018-2484,2019,2019-01-08T20:29:00.297,8.8
CVE-2018-2499,2019,2019-01-08T20:29:00.377,7.5
CVE-2019-0238,2019,2019-01-08T20:29:00.437,6.1
CVE-2019-0240,2019,2019-01-08T20:29:00.517,7.5
CVE-2019-0241,2019,2019-01-08T20:29:00.597,7.5
CVE-2019-0243,2019,2019-01-08T20:29:00.657,8.8
CVE-2019-0244,2019,2019-01-08T20:29:00.737,5.4
CVE-2019-0245,2019,2019-01-08T20:29:00.783,5.4
CVE-2019-0246,2019,2019-01-08T20:29:00.847,9.8
CVE-2019-0247,2019,2019-01-08T20:29:00.907,9.8
CVE-2019-0248,2019,2019-01-08T20:29:00.970,5.9
CVE-2019-0249,2019,2019-01-08T20:29:01.047,7.5
CVE-2019-0536,2019,2019-01-08T21:29:00.253,5.5
CVE-2019-0537,2019,2019-01-08T21:29:00.317,5.5
CVE-2019-0538,2019,2019-01-08T21:29:00.363,7.8
CVE-2019-0539,2019,2019-01-08T21:29:00.410,7.5
CVE-2019-0541,2019,2019-01-08T21:29:00.470,8.8
CVE-2019-0543,2019,2019-01-08T21:29:00.517,7.8
CVE-2019-0545,2019,2019-01-08T21:29:00.580,7.5
CVE-2019-0546,2019,2019-01-08T21:29:00.613,7.8
CVE-2019-0547,2019,2019-01-08T21:29:00.660,9.8
CVE-2019-0548,2019,2019-01-08T21:29:00.707,7.5
CVE-2019-0549,2019,2019-01-08T21:29:00.753,5.5
CVE-2019-0550,2019,2019-01-08T21:29:00.783,8.4
CVE-2019-0551,2019,2019-01-08T21:29:00.817,8.4
CVE-2019-0552,2019,2019-01-08T21:29:00.877,8.8
CVE-2019-0553,2019,2019-01-08T21:29:00.923,5.5
CVE-2019-0554,2019,2019-01-08T21:29:00.957,5.5
CVE-2019-0555,2019,2019-01-08T21:29:01.003,7.8
CVE-2019-0556,2019,2019-01-08T21:29:01.050,5.4
CVE-2019-0557,2019,2019-01-08T21:29:01.080,5.4
CVE-2019-0558,2019,2019-01-08T21:29:01.127,5.4
CVE-2019-0559,2019,2019-01-08T21:29:01.160,6.5
CVE-2019-0560,2019,2019-01-08T21:29:01.190,5.5
CVE-2019-0561,2019,2019-01-08T21:29:01.220,5.5
CVE-2019-0562,2019,2019-01-08T21:29:01.267,5.4
CVE-2019-0564,2019,2019-01-08T21:29:01.317,7.5
CVE-2019-0565,2019,2019-01-08T21:29:01.347,7.5
CVE-2019-0566,2019,2019-01-08T21:29:01.393,8.8
CVE-2019-0567,2019,2019-01-08T21:29:01.423,7.5
CVE-2019-0568,2019,2019-01-08T21:29:01.457,7.5
CVE-2019-0569,2019,2019-01-08T21:29:01.503,5.5
CVE-2019-0570,2019,2019-01-08T21:29:01.533,7.8
CVE-2019-0571,2019,2019-01-08T21:29:01.567,7.8
CVE-2019-0572,2019,2019-01-08T21:29:01.613,7.8
CVE-2019-0573,2019,2019-01-08T21:29:01.660,7.8
CVE-2019-0574,2019,2019-01-08T21:29:01.707,7.8
CVE-2019-0575,2019,2019-01-08T21:29:01.753,7.8
CVE-2019-0576,2019,2019-01-08T21:29:01.800,7.8
CVE-2019-0577,2019,2019-01-08T21:29:01.847,7.8
CVE-2019-0578,2019,2019-01-08T21:29:01.893,7.8
CVE-2019-0579,2019,2019-01-08T21:29:01.923,7.8
CVE-2019-0580,2019,2019-01-08T21:29:01.970,7.8
CVE-2019-0581,2019,2019-01-08T21:29:02.003,7.8
CVE-2019-0582,2019,2019-01-08T21:29:02.050,7.8
CVE-2019-0583,2019,2019-01-08T21:29:02.097,7.8
CVE-2019-0584,2019,2019-01-08T21:29:02.127,7.8
CVE-2019-0585,2019,2019-01-08T21:29:02.173,8.8
CVE-2019-0586,2019,2019-01-08T21:29:02.207,9.8
CVE-2019-0588,2019,2019-01-08T21:29:02.237,6.5
CVE-2019-0622,2019,2019-01-08T21:29:02.317,4.6
CVE-2019-5716,2019,2019-01-08T23:29:00.280,5.5
CVE-2019-5717,2019,2019-01-08T23:29:00.373,5.5
CVE-2019-5718,2019,2019-01-08T23:29:00.437,5.5
CVE-2019-5719,2019,2019-01-08T23:29:00.513,5.5
CVE-2019-5721,2019,2019-01-08T23:29:00.577,5.5
CVE-2019-5725,2019,2019-01-08T23:29:00.653,7.5
CVE-2018-20674,2019,2019-01-09T00:29:00.210,8.8
CVE-2018-20675,2019,2019-01-09T00:29:00.240,9.8
CVE-2016-10735,2019,2019-01-09T05:29:00.883,6.1
CVE-2018-20676,2019,2019-01-09T05:29:01.287,6.1
CVE-2018-20677,2019,2019-01-09T05:29:01.397,6.1
CVE-2019-3581,2019,2019-01-09T14:29:00.207,7.5
CVE-2019-0542,2019,2019-01-09T15:29:00.213,8.8
CVE-2018-20679,2019,2019-01-09T16:29:00.273,7.5
CVE-2019-5747,2019,2019-01-09T16:29:00.353,7.5
CVE-2018-20680,2019,2019-01-09T17:29:00.247,4.8
CVE-2019-5748,2019,2019-01-09T17:29:00.293,9.8
CVE-2016-10403,2019,2019-01-09T19:29:00.277,8.8
CVE-2016-9651,2019,2019-01-09T19:29:00.337,8.8
CVE-2017-15401,2019,2019-01-09T19:29:00.430,8.8
CVE-2017-15402,2019,2019-01-09T19:29:00.493,9.6
CVE-2017-15403,2019,2019-01-09T19:29:00.540,7.3
CVE-2017-15404,2019,2019-01-09T19:29:00.603,7.8
CVE-2017-15405,2019,2019-01-09T19:29:00.917,7.0
CVE-2017-15428,2019,2019-01-09T19:29:01.573,8.8
CVE-2018-16065,2019,2019-01-09T19:29:01.637,8.8
CVE-2018-16066,2019,2019-01-09T19:29:01.680,6.5
CVE-2018-16067,2019,2019-01-09T19:29:01.760,6.5
CVE-2018-16068,2019,2019-01-09T19:29:01.823,9.6
CVE-2018-16071,2019,2019-01-09T19:29:01.887,8.8
CVE-2018-16072,2019,2019-01-09T19:29:01.930,6.5
CVE-2018-16076,2019,2019-01-09T19:29:01.993,8.8
CVE-2018-16078,2019,2019-01-09T19:29:02.040,6.5
CVE-2018-16079,2019,2019-01-09T19:29:02.103,5.3
CVE-2018-16080,2019,2019-01-09T19:29:02.167,6.5
CVE-2018-16081,2019,2019-01-09T19:29:02.227,7.4
CVE-2018-16082,2019,2019-01-09T19:29:02.277,6.5
CVE-2018-16083,2019,2019-01-09T19:29:02.337,8.8
CVE-2018-16084,2019,2019-01-09T19:29:02.400,6.1
CVE-2018-16085,2019,2019-01-09T19:29:02.447,8.8
CVE-2018-16087,2019,2019-01-09T19:29:02.493,4.3
CVE-2018-16088,2019,2019-01-09T19:29:02.540,6.5
CVE-2018-17457,2019,2019-01-09T19:29:02.603,8.8
CVE-2018-17458,2019,2019-01-09T19:29:02.650,8.8
CVE-2018-17459,2019,2019-01-09T19:29:02.697,6.5
CVE-2018-17461,2019,2019-01-09T19:29:02.760,8.8
CVE-2018-17470,2019,2019-01-09T19:29:02.887,7.4
CVE-2018-20065,2019,2019-01-09T19:29:03.323,8.8
CVE-2018-20066,2019,2019-01-09T19:29:03.370,8.8
CVE-2018-20067,2019,2019-01-09T19:29:03.430,4.3
CVE-2018-20068,2019,2019-01-09T19:29:03.493,4.3
CVE-2018-20069,2019,2019-01-09T19:29:03.540,4.3
CVE-2018-20070,2019,2019-01-09T19:29:03.603,6.5
CVE-2018-20071,2019,2019-01-09T19:29:03.650,6.1
CVE-2018-6056,2019,2019-01-09T19:29:03.713,8.8
CVE-2018-6084,2019,2019-01-09T19:29:03.760,7.8
CVE-2018-6091,2019,2019-01-09T19:29:05.387,6.5
CVE-2018-6093,2019,2019-01-09T19:29:05.667,6.5
CVE-2018-6096,2019,2019-01-09T19:29:06.197,6.5
CVE-2018-6097,2019,2019-01-09T19:29:06.243,6.5
CVE-2018-6100,2019,2019-01-09T19:29:06.743,6.5
CVE-2018-6106,2019,2019-01-09T19:29:07.887,8.8
CVE-2018-6109,2019,2019-01-09T19:29:08.353,6.5
CVE-2018-6110,2019,2019-01-09T19:29:08.400,5.4
CVE-2018-6111,2019,2019-01-09T19:29:08.463,8.8
CVE-2018-6112,2019,2019-01-09T19:29:08.510,4.3
CVE-2018-6113,2019,2019-01-09T19:29:08.573,6.5
CVE-2018-6114,2019,2019-01-09T19:29:08.637,6.5
CVE-2018-6117,2019,2019-01-09T19:29:09.323,6.5
CVE-2018-6120,2019,2019-01-09T19:29:09.370,8.8
CVE-2018-6123,2019,2019-01-09T19:29:09.417,6.5
CVE-2018-6124,2019,2019-01-09T19:29:09.477,8.8
CVE-2018-6126,2019,2019-01-09T19:29:09.540,8.8
CVE-2018-6127,2019,2019-01-09T19:29:09.620,9.6
CVE-2018-6133,2019,2019-01-09T19:29:09.667,6.5
CVE-2018-6135,2019,2019-01-09T19:29:09.713,6.5
CVE-2018-6137,2019,2019-01-09T19:29:09.760,6.5
CVE-2018-6139,2019,2019-01-09T19:29:09.807,8.8
CVE-2018-6140,2019,2019-01-09T19:29:09.870,8.8
CVE-2018-6141,2019,2019-01-09T19:29:09.917,8.8
CVE-2018-6143,2019,2019-01-09T19:29:09.977,6.5
CVE-2018-6144,2019,2019-01-09T19:29:10.040,8.8
CVE-2018-6147,2019,2019-01-09T19:29:10.103,5.5
CVE-2018-6151,2019,2019-01-09T19:29:10.150,8.8
CVE-2018-6153,2019,2019-01-09T19:29:10.353,8.8
CVE-2018-6158,2019,2019-01-09T19:29:10.400,7.5
CVE-2018-6160,2019,2019-01-09T19:29:10.463,6.5
CVE-2018-6162,2019,2019-01-09T19:29:10.510,8.8
CVE-2018-6163,2019,2019-01-09T19:29:10.557,6.5
CVE-2018-6164,2019,2019-01-09T19:29:10.620,6.5
CVE-2018-6165,2019,2019-01-09T19:29:10.667,6.5
CVE-2018-6166,2019,2019-01-09T19:29:10.713,6.5
CVE-2018-6167,2019,2019-01-09T19:29:10.760,6.5
CVE-2018-6169,2019,2019-01-09T19:29:10.807,6.5
CVE-2018-6170,2019,2019-01-09T19:29:10.853,8.8
CVE-2018-6172,2019,2019-01-09T19:29:10.917,6.5
CVE-2018-6173,2019,2019-01-09T19:29:10.963,6.5
CVE-2018-6174,2019,2019-01-09T19:29:11.010,8.8
CVE-2018-6175,2019,2019-01-09T19:29:11.057,6.5
CVE-2018-6178,2019,2019-01-09T19:29:11.103,4.3
CVE-2018-6179,2019,2019-01-09T19:29:11.167,6.5
CVE-2016-10736,2019,2019-01-09T23:29:00.277,6.1
CVE-2018-0625,2019,2019-01-09T23:29:00.327,7.2
CVE-2018-0626,2019,2019-01-09T23:29:00.387,7.2
CVE-2018-0627,2019,2019-01-09T23:29:00.467,7.2
CVE-2018-0628,2019,2019-01-09T23:29:00.513,7.2
CVE-2018-0629,2019,2019-01-09T23:29:00.577,7.2
CVE-2018-0630,2019,2019-01-09T23:29:00.637,7.2
CVE-2018-0631,2019,2019-01-09T23:29:00.683,7.2
CVE-2018-0632,2019,2019-01-09T23:29:00.747,7.2
CVE-2018-0633,2019,2019-01-09T23:29:00.793,7.2
CVE-2018-0634,2019,2019-01-09T23:29:00.840,7.2
CVE-2018-0635,2019,2019-01-09T23:29:00.903,7.2
CVE-2018-0636,2019,2019-01-09T23:29:00.950,7.2
CVE-2018-0637,2019,2019-01-09T23:29:00.997,7.2
CVE-2018-0638,2019,2019-01-09T23:29:01.077,7.2
CVE-2018-0639,2019,2019-01-09T23:29:01.153,7.2
CVE-2018-0640,2019,2019-01-09T23:29:01.200,7.2
CVE-2018-0641,2019,2019-01-09T23:29:01.263,7.2
CVE-2018-0651,2019,2019-01-09T23:29:01.310,9.8
CVE-2018-0665,2019,2019-01-09T23:29:01.373,6.8
CVE-2018-0666,2019,2019-01-09T23:29:01.467,6.8
CVE-2018-0667,2019,2019-01-09T23:29:01.543,7.8
CVE-2018-0668,2019,2019-01-09T23:29:01.590,9.8
CVE-2018-0669,2019,2019-01-09T23:29:01.637,9.8
CVE-2018-0670,2019,2019-01-09T23:29:01.700,9.8
CVE-2018-0671,2019,2019-01-09T23:29:01.747,6.7
CVE-2018-0676,2019,2019-01-09T23:29:01.793,8.8
CVE-2018-0677,2019,2019-01-09T23:29:01.857,6.8
CVE-2018-0678,2019,2019-01-09T23:29:01.903,6.8
CVE-2018-0688,2019,2019-01-09T23:29:01.950,6.1
CVE-2018-0689,2019,2019-01-09T23:29:01.997,8.8
CVE-2018-0698,2019,2019-01-09T23:29:02.027,5.4
CVE-2018-0702,2019,2019-01-09T23:29:02.077,7.5
CVE-2018-0703,2019,2019-01-09T23:29:02.123,7.5
CVE-2018-0704,2019,2019-01-09T23:29:02.170,7.5
CVE-2018-0705,2019,2019-01-09T23:29:02.217,9.1
CVE-2018-1000406,2019,2019-01-09T23:29:02.263,6.5
CVE-2018-1000407,2019,2019-01-09T23:29:02.293,6.1
CVE-2018-1000408,2019,2019-01-09T23:29:02.340,6.5
CVE-2018-1000409,2019,2019-01-09T23:29:02.373,5.4
CVE-2018-1000410,2019,2019-01-09T23:29:02.420,7.8
CVE-2018-1000411,2019,2019-01-09T23:29:02.450,6.5
CVE-2018-1000412,2019,2019-01-09T23:29:02.480,8.8
CVE-2018-1000413,2019,2019-01-09T23:29:02.513,5.4
CVE-2018-1000414,2019,2019-01-09T23:29:02.543,8.1
CVE-2018-1000415,2019,2019-01-09T23:29:02.577,5.4
CVE-2018-1000416,2019,2019-01-09T23:29:02.607,6.1
CVE-2018-1000417,2019,2019-01-09T23:29:02.637,8.1
CVE-2018-1000418,2019,2019-01-09T23:29:02.670,8.8
CVE-2018-1000419,2019,2019-01-09T23:29:02.730,6.5
CVE-2018-1000420,2019,2019-01-09T23:29:02.763,6.5
CVE-2018-1000421,2019,2019-01-09T23:29:02.810,6.5
CVE-2018-1000422,2019,2019-01-09T23:29:02.840,6.5
CVE-2018-1000423,2019,2019-01-09T23:29:02.887,7.8
CVE-2018-1000424,2019,2019-01-09T23:29:02.920,7.8
CVE-2018-1000425,2019,2019-01-09T23:29:02.967,7.8
CVE-2018-1000426,2019,2019-01-09T23:29:02.997,6.1
CVE-2018-16164,2019,2019-01-09T23:29:03.027,5.4
CVE-2018-16165,2019,2019-01-09T23:29:03.090,6.1
CVE-2018-16166,2019,2019-01-09T23:29:03.137,8.8
CVE-2018-16167,2019,2019-01-09T23:29:03.183,9.8
CVE-2018-16168,2019,2019-01-09T23:29:03.230,9.8
CVE-2018-16169,2019,2019-01-09T23:29:03.293,8.8
CVE-2018-16170,2019,2019-01-09T23:29:03.340,8.1
CVE-2018-16171,2019,2019-01-09T23:29:03.387,8.8
CVE-2018-16172,2019,2019-01-09T23:29:03.420,6.5
CVE-2018-16173,2019,2019-01-09T23:29:03.467,6.1
CVE-2018-16174,2019,2019-01-09T23:29:03.513,6.1
CVE-2018-16175,2019,2019-01-09T23:29:03.560,7.2
CVE-2018-16176,2019,2019-01-09T23:29:03.607,7.8
CVE-2018-16177,2019,2019-01-09T23:29:03.653,7.8
CVE-2018-16178,2019,2019-01-09T23:29:03.717,7.5
CVE-2018-16179,2019,2019-01-09T23:29:03.763,5.9
CVE-2018-16180,2019,2019-01-09T23:29:03.827,6.1
CVE-2018-16181,2019,2019-01-09T23:29:03.873,6.1
CVE-2018-16182,2019,2019-01-09T23:29:03.903,7.8
CVE-2018-16183,2019,2019-01-09T23:29:03.967,7.8
CVE-2018-16184,2019,2019-01-09T23:29:04.043,9.8
CVE-2018-16185,2019,2019-01-09T23:29:04.090,7.8
CVE-2018-16186,2019,2019-01-09T23:29:04.137,8.8
CVE-2018-16187,2019,2019-01-09T23:29:04.183,5.9
CVE-2018-16188,2019,2019-01-09T23:29:04.247,9.8
CVE-2018-16191,2019,2019-01-09T23:29:04.293,6.1
CVE-2018-16192,2019,2019-01-09T23:29:04.357,6.5
CVE-2018-16193,2019,2019-01-09T23:29:04.403,5.4
CVE-2018-16194,2019,2019-01-09T23:29:04.433,7.2
CVE-2018-16195,2019,2019-01-09T23:29:04.497,8.8
CVE-2018-16196,2019,2019-01-09T23:29:04.560,7.5
CVE-2018-16197,2019,2019-01-09T23:29:04.623,6.5
CVE-2018-16198,2019,2019-01-09T23:29:04.683,8.8
CVE-2018-16199,2019,2019-01-09T23:29:04.747,6.1
CVE-2018-16200,2019,2019-01-09T23:29:04.810,8.8
CVE-2018-16201,2019,2019-01-09T23:29:04.887,8.8
CVE-2018-16202,2019,2019-01-09T23:29:04.933,8.6
CVE-2018-16203,2019,2019-01-09T23:29:05.027,9.8
CVE-2018-16204,2019,2019-01-09T23:29:05.090,4.8
CVE-2018-16205,2019,2019-01-09T23:29:05.153,5.4
CVE-2018-20681,2019,2019-01-09T23:29:05.230,6.1
CVE-2018-20682,2019,2019-01-09T23:29:05.340,5.4
CVE-2019-3498,2019,2019-01-09T23:29:05.387,6.5
CVE-2019-5882,2019,2019-01-09T23:29:05.450,9.8
CVE-2018-0181,2019,2019-01-10T00:29:00.250,7.3
CVE-2018-0282,2019,2019-01-10T00:29:00.297,6.8
CVE-2018-20683,2019,2019-01-10T01:29:00.237,8.1
CVE-2019-5884,2019,2019-01-10T08:29:00.263,5.9
CVE-2019-5886,2019,2019-01-10T14:29:00.210,9.8
CVE-2019-5887,2019,2019-01-10T14:29:00.243,7.5
CVE-2018-4032,2019,2019-01-10T15:29:00.237,5.5
CVE-2018-4033,2019,2019-01-10T15:29:00.317,5.5
CVE-2018-4034,2019,2019-01-10T15:29:00.363,5.5
CVE-2018-4035,2019,2019-01-10T15:29:00.393,5.5
CVE-2018-4036,2019,2019-01-10T15:29:00.440,5.5
CVE-2018-4037,2019,2019-01-10T15:29:00.487,5.5
